loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default
LN000213,35,22577,210209,48,8.91,4,848,Business,Under-Graduate,Rented,1,42.4,44,Medical,5222,23.13,0.7759,1
LN000214,49,34189,57564,48,12.87,3,426,Salaried,Post-Graduate,Rented,5,16.9,201,Home Improvement,1541,4.51,0.1403,0
LN000215,37,23629,285562,48,10.97,3,556,Salaried,Graduate,Rented,5,17.7,206,Education,7376,31.22,1.0071,1
LN000216,49,27661,21994,48,16.52,2,475,Business,Post-Graduate,Rented,2,70.3,173,Debt Consolidation,629,2.27,0.0663,0
LN000217,59,32948,61808,12,10.72,1,587,Business,Graduate,Own,1,8.9,106,Vehicle,5455,16.56,0.1563,0
LN000218,47,27006,258195,48,9.36,3,384,Salaried,Post-Graduate,Own,3,0.5,176,Medical,6469,23.95,0.7967,1
LN000219,50,45525,45170,72,10.89,4,315,Salaried,Graduate,Own,1,60.5,192,Education,857,1.88,0.0827,0
LN000220,21,21760,28258,72,16.53,1,652,Self-Employed,Graduate,Family,3,5.9,123,Vehicle,621,2.85,0.1082,1
LN000221,31,39149,341569,84,24.38,3,841,Business,Post-Graduate,Own,0,68.8,239,Vehicle,8511,21.74,0.7271,0
LN000222,34,30855,21605,12,26.44,2,762,Self-Employed,Graduate,Own,5,24.0,133,Education,2069,6.71,0.0584,1
LN000223,30,31428,220345,12,26.83,1,308,Self-Employed,Graduate,Own,2,38.2,188,Personal,21139,67.26,0.5843,1
LN000224,40,21711,102469,36,11.28,1,368,Salaried,Graduate,Own,3,64.8,196,Education,3368,15.51,0.3933,0
LN000225,44,18347,110239,36,18.03,4,359,Business,Post-Graduate,Rented,5,82.3,57,Education,3987,21.73,0.5007,0
LN000226,53,5946,319107,24,25.26,4,544,Self-Employed,Graduate,Family,1,59.6,136,Education,17073,287.13,4.4723,1
LN000227,35,31099,90720,48,14.05,4,515,Salaried,Graduate,Family,3,88.4,87,Education,2481,7.98,0.2431,0
LN000228,45,66321,95076,60,20.08,4,460,Freelancer,Graduate,Rented,2,14.8,169,Medical,2523,3.8,0.1195,1
LN000229,49,18279,124134,72,12.32,0,496,Self-Employed,Post-Graduate,Own,4,9.1,69,Wedding,2448,13.39,0.5659,1
LN000230,36,23574,465919,72,8.57,1,414,Salaried,Under-Graduate,Own,2,73.4,223,Education,8299,35.2,1.647,0
LN000231,48,13938,45918,36,17.9,2,634,Self-Employed,Professional,Family,4,80.5,214,Wedding,1658,11.9,0.2745,1
LN000232,56,32753,309916,24,10.08,1,568,Business,Post-Graduate,Family,0,40.4,35,Home Improvement,14312,43.7,0.7885,0
LN000233,34,58958,94197,48,18.88,3,307,Business,Graduate,Family,1,96.1,120,Home Improvement,2811,4.77,0.1331,0
LN000234,41,38692,329555,60,13.02,2,362,Salaried,Post-Graduate,Rented,3,64.1,20,Home Improvement,7502,19.39,0.7098,0
LN000235,50,35657,42167,60,16.31,0,499,Salaried,Post-Graduate,Rented,4,7.8,237,Vehicle,1032,2.89,0.0985,0
LN000236,43,63083,46124,36,13.11,0,819,Salaried,Under-Graduate,Own,5,91.3,35,Wedding,1557,2.47,0.0609,0
LN000237,28,27816,225163,60,9.52,1,726,Salaried,Under-Graduate,Rented,5,82.8,201,Business,4731,17.01,0.6746,0
LN000238,50,28069,56920,12,19.44,2,421,Self-Employed,Post-Graduate,Own,3,85.1,123,Education,5258,18.73,0.169,0
LN000239,34,55580,65387,24,19.28,0,786,Self-Employed,Post-Graduate,Own,0,55.0,274,Wedding,3305,5.95,0.098,0
LN000240,32,29022,62615,72,20.59,1,533,Salaried,Graduate,Family,1,27.6,239,Business,1521,5.24,0.1798,0
LN000241,52,51057,159473,84,10.89,2,802,Business,Post-Graduate,Rented,1,29.5,172,Education,2721,5.33,0.2603,0
LN000242,45,68653,241821,12,15.28,1,691,Freelancer,Post-Graduate,Family,1,97.7,288,Education,21858,31.84,0.2935,0
LN000243,25,31157,42491,36,8.97,0,841,Salaried,Post-Graduate,Own,0,88.5,179,Debt Consolidation,1351,4.34,0.1136,0
LN000244,23,19568,239392,84,23.46,2,848,Salaried,Professional,Family,1,96.4,120,Education,5826,29.77,1.0195,0
LN000245,53,21432,152793,84,10.12,2,764,Salaried,Graduate,Own,0,97.5,98,Home Improvement,2546,11.88,0.5941,0
LN000246,31,28579,68644,24,21.63,0,581,Salaried,Graduate,Family,0,57.3,70,Personal,3549,12.42,0.2002,0
LN000247,55,46711,56706,84,9.06,1,582,Self-Employed,Professional,Rented,2,5.6,286,Wedding,914,1.96,0.1012,0
LN000248,50,13335,81312,84,11.6,4,766,Salaried,Under-Graduate,Family,0,12.4,208,Business,1418,10.63,0.5081,0
LN000249,46,34940,184072,72,9.7,0,683,Salaried,Graduate,Rented,5,98.0,141,Home Improvement,3382,9.68,0.439,0
LN000250,63,83124,40782,36,24.14,1,501,Salaried,Post-Graduate,Own,5,6.4,265,Vehicle,1603,1.93,0.0409,1
LN000251,45,21380,24291,72,14.21,3,618,Freelancer,Post-Graduate,Rented,3,86.3,181,Wedding,503,2.35,0.0947,1
LN000252,37,29750,27017,24,25.98,1,482,Salaried,Graduate,Family,3,62.3,134,Vehicle,1455,4.89,0.0757,0
LN000253,22,8567,35299,84,17.93,3,533,Salaried,Under-Graduate,Family,1,34.9,5,Home Improvement,740,8.64,0.3434,0
LN000254,45,21358,67477,84,17.01,1,790,Salaried,Post-Graduate,Rented,3,63.2,92,Vehicle,1379,6.46,0.2633,0
LN000255,59,19971,81567,84,12.37,1,419,Self-Employed,Under-Graduate,Family,1,6.0,218,Business,1456,7.29,0.3404,0
LN000256,44,34625,67710,12,10.57,2,838,Salaried,Graduate,Family,2,1.8,201,Personal,5971,17.24,0.163,0
LN000257,43,18854,77748,84,18.86,2,796,Self-Employed,Post-Graduate,Own,0,2.9,11,Business,1674,8.88,0.3436,0
LN000258,36,29358,451872,36,10.97,0,634,Freelancer,Graduate,Rented,1,93.3,33,Wedding,14787,50.37,1.2826,0
LN000259,62,28160,108048,36,27.24,4,484,Salaried,Graduate,Rented,2,93.6,42,Debt Consolidation,4425,15.71,0.3197,1
LN000260,48,24327,81485,24,17.15,4,847,Salaried,Graduate,Own,1,78.5,185,Debt Consolidation,4035,16.59,0.2791,0
LN000261,24,33291,68186,84,24.39,0,609,Salaried,Graduate,Rented,0,4.4,266,Personal,1699,5.1,0.1707,0
LN000262,46,17400,119339,24,17.39,1,591,Salaried,Graduate,Own,2,49.5,177,Education,5923,34.04,0.5715,0
LN000263,38,59822,87456,48,26.67,1,738,Salaried,Graduate,Own,1,51.9,184,Debt Consolidation,2982,4.98,0.1218,0
LN000264,29,10834,809566,12,24.81,3,724,Salaried,Under-Graduate,Own,1,19.8,299,Vehicle,76870,709.53,6.227,0
LN000265,60,32625,123534,84,10.93,4,745,Salaried,Graduate,Own,0,11.9,276,Debt Consolidation,2111,6.47,0.3155,1
LN000266,25,28657,56178,60,15.85,4,784,Self-Employed,Graduate,Own,2,37.3,222,Debt Consolidation,1362,4.75,0.1634,1
LN000267,44,126400,77741,60,24.87,4,552,Freelancer,Graduate,Rented,2,16.0,289,Debt Consolidation,2276,1.8,0.0513,0
LN000268,38,30843,73271,24,12.99,4,480,Salaried,Post-Graduate,Own,0,26.5,176,Wedding,3483,11.29,0.198,1
LN000269,21,49542,35944,48,27.64,1,631,Business,Graduate,Rented,3,21.5,294,Business,1245,2.51,0.0605,0
LN000270,35,10510,209111,48,9.88,1,447,Salaried,Graduate,Own,4,66.2,182,Home Improvement,5292,50.35,1.658,0
LN000271,26,22083,355816,72,17.71,2,512,Salaried,Post-Graduate,Own,5,6.6,3,Debt Consolidation,8057,36.49,1.3427,1
LN000272,43,32028,43433,24,22.57,0,442,Business,Graduate,Own,5,15.9,240,Personal,2265,7.07,0.113,0
LN000273,58,29006,82131,84,22.41,3,344,Salaried,Graduate,Rented,1,94.4,287,Home Improvement,1945,6.71,0.236,0
LN000274,30,35650,569413,48,9.65,4,457,Salaried,Post-Graduate,Own,1,6.8,94,Vehicle,14346,40.24,1.331,0
LN000275,30,36228,198905,48,16.25,1,314,Self-Employed,Post-Graduate,Rented,1,58.1,93,Debt Consolidation,5663,15.63,0.4575,0
LN000276,64,18614,52917,24,11.72,1,374,Salaried,Post-Graduate,Rented,1,36.4,35,Medical,2484,13.34,0.2369,0
LN000277,36,33131,24272,60,26.2,4,678,Business,Under-Graduate,Family,0,19.6,123,Wedding,730,2.2,0.0611,0
LN000278,35,40468,45856,12,19.11,0,316,Salaried,Graduate,Family,4,46.6,288,Medical,4228,10.45,0.0944,0
LN000279,31,48213,134831,72,9.68,0,564,Salaried,Under-Graduate,Own,4,96.4,135,Personal,2476,5.14,0.233,0
LN000280,48,38363,42454,48,10.38,0,317,Salaried,Post-Graduate,Family,4,32.8,264,Home Improvement,1085,2.83,0.0922,1
LN000281,51,51737,24940,36,10.43,4,600,Business,Professional,Own,2,12.7,3,Business,810,1.57,0.0402,1
LN000282,38,51264,27388,24,20.4,0,648,Self-Employed,Post-Graduate,Own,3,28.6,102,Education,1399,2.73,0.0445,0
LN000283,40,16671,321088,60,24.67,4,370,Self-Employed,Under-Graduate,Family,1,60.7,84,Home Improvement,9362,56.16,1.605,1
LN000284,23,85420,19559,84,9.28,0,735,Self-Employed,Post-Graduate,Family,4,46.5,173,Home Improvement,317,0.37,0.0191,1
LN000285,62,36270,99178,12,27.91,1,549,Self-Employed,Professional,Family,5,49.7,260,Medical,9567,26.38,0.2279,1
LN000286,58,22307,120720,72,23.87,2,752,Salaried,Under-Graduate,Own,0,72.1,276,Education,3169,14.21,0.451,0
LN000287,28,14178,83221,36,25.01,4,598,Salaried,Graduate,Own,2,65.6,38,Medical,3309,23.34,0.4891,0
LN000288,38,31459,61895,60,26.24,0,633,Self-Employed,Under-Graduate,Own,1,54.9,156,Education,1862,5.92,0.164,0
LN000289,42,16932,187128,24,19.17,0,751,Salaried,Graduate,Rented,0,69.9,152,Debt Consolidation,9448,55.8,0.921,0
LN000290,36,19522,120739,12,15.92,3,832,Salaried,Professional,Rented,1,49.5,262,Home Improvement,10950,56.09,0.5154,0
LN000291,45,16169,59332,24,12.22,3,536,Salaried,Under-Graduate,Rented,0,95.9,125,Vehicle,2799,17.31,0.3058,0
LN000292,21,29635,121263,84,25.41,4,842,Self-Employed,Under-Graduate,Own,1,28.4,197,Debt Consolidation,3101,10.46,0.341,0
LN000293,51,62432,27126,72,17.52,3,423,Self-Employed,Graduate,Rented,5,65.7,19,Wedding,611,0.98,0.0362,0
LN000294,45,17829,777540,48,27.2,0,563,Business,Graduate,Own,2,58.9,50,Medical,26744,150.0,3.6342,0
LN000295,24,53648,328174,72,23.46,1,743,Freelancer,Post-Graduate,Rented,0,85.1,227,Debt Consolidation,8533,15.91,0.5098,0
LN000296,63,56976,347005,60,24.33,0,690,Salaried,Post-Graduate,Own,5,14.2,1,Business,10049,17.64,0.5075,0
LN000297,23,23519,132857,36,25.42,3,576,Salaried,Professional,Own,3,76.4,9,Wedding,5312,22.59,0.4707,1
LN000298,62,35891,30920,84,18.87,3,608,Self-Employed,Post-Graduate,Own,3,15.2,155,Medical,666,1.86,0.0718,0
LN000299,21,70181,52942,48,19.98,4,483,Salaried,Graduate,Rented,4,12.3,5,Education,1610,2.29,0.0629,1
LN000300,29,20518,91313,48,17.85,2,841,Salaried,Post-Graduate,Own,0,29.4,117,Home Improvement,2675,13.04,0.3709,0
LN000301,57,15928,89272,48,21.83,2,427,Business,Under-Graduate,Family,0,49.4,268,Personal,2804,17.6,0.4671,0
LN000302,50,12759,110374,24,19.78,2,620,Salaried,Under-Graduate,Own,0,42.6,10,Medical,5606,43.94,0.7209,0
LN000303,41,46784,87849,36,24.99,2,353,Salaried,Professional,Rented,5,53.0,93,Debt Consolidation,3492,7.46,0.1565,1
LN000304,56,40228,31634,48,8.91,1,762,Salaried,Post-Graduate,Own,4,62.1,211,Medical,786,1.95,0.0655,1
LN000305,25,29831,70580,24,22.79,0,474,Self-Employed,Post-Graduate,Rented,1,70.1,243,Medical,3689,12.37,0.1972,0
LN000306,44,17145,188507,12,21.12,2,735,Business,Post-Graduate,Own,2,41.3,128,Home Improvement,17563,102.44,0.9162,0
LN000307,40,22882,199841,60,26.1,4,724,Self-Employed,Post-Graduate,Own,5,48.1,37,Education,5995,26.2,0.7278,1
LN000308,51,14232,379209,24,26.0,3,670,Business,Graduate,Own,5,60.9,24,Wedding,20430,143.55,2.2204,1
LN000309,51,18243,137898,36,18.54,0,726,Salaried,Under-Graduate,Own,2,0.9,124,Wedding,5023,27.53,0.6299,0
LN000310,25,21874,248085,60,9.29,0,721,Salaried,Graduate,Rented,3,64.6,150,Personal,5185,23.7,0.9451,1
LN000311,43,14732,88333,24,13.08,2,667,Freelancer,Graduate,Rented,1,48.1,163,Debt Consolidation,4203,28.53,0.4997,0
LN000312,34,30113,321534,72,16.82,2,302,Self-Employed,Graduate,Rented,5,49.1,291,Business,7121,23.65,0.8898,0
LN000313,56,34797,346168,24,19.15,1,724,Self-Employed,Under-Graduate,Rented,4,8.0,251,Home Improvement,17475,50.22,0.829,0
LN000314,51,52070,119717,72,23.93,2,775,Self-Employed,Graduate,Family,3,59.7,67,Vehicle,3147,6.04,0.1916,0
LN000315,27,31714,325378,60,25.75,1,837,Salaried,Under-Graduate,Own,3,15.7,209,Medical,9694,30.57,0.855,0
LN000316,41,110983,71230,12,22.77,0,449,Salaried,Graduate,Rented,5,69.6,197,Debt Consolidation,6693,6.03,0.0535,0
LN000317,44,15135,114847,60,23.1,3,800,Salaried,Post-Graduate,Own,2,55.0,173,Vehicle,3244,21.43,0.6323,0
LN000318,52,40442,198589,36,22.9,2,462,Salaried,Post-Graduate,Own,2,84.8,106,Medical,7677,18.98,0.4092,0
LN000319,62,24810,66414,60,27.24,0,612,Self-Employed,Under-Graduate,Rented,2,13.7,170,Business,2038,8.21,0.2231,0
LN000320,40,25057,101341,12,19.86,1,403,Salaried,Graduate,Rented,1,25.2,189,Business,9381,37.44,0.337,0
LN000321,33,17822,41084,84,25.3,0,806,Salaried,Post-Graduate,Family,4,73.8,19,Medical,1048,5.88,0.1921,0
LN000322,34,15754,67293,72,9.06,2,325,Salaried,Under-Graduate,Own,4,17.9,145,Wedding,1215,7.71,0.356,0
LN000323,39,20503,149937,72,24.49,2,721,Salaried,Post-Graduate,Rented,3,33.9,215,Wedding,3992,19.47,0.6094,0
LN000324,49,26887,49671,12,9.08,3,361,Salaried,Post-Graduate,Own,3,32.2,29,Medical,4346,16.16,0.1539,1
LN000325,38,13852,131039,36,23.87,2,550,Business,Under-Graduate,Rented,1,73.3,298,Debt Consolidation,5132,37.05,0.7883,0
LN000326,29,24964,117519,84,25.23,0,760,Salaried,Post-Graduate,Own,5,47.7,72,Medical,2992,11.99,0.3923,0
LN000327,41,51195,50482,48,16.09,0,695,Business,Graduate,Own,5,42.5,273,Debt Consolidation,1433,2.8,0.0822,1
LN000328,23,16915,207441,24,8.95,1,541,Salaried,Post-Graduate,Rented,3,72.8,187,Personal,9472,56.0,1.022,0
LN000329,29,34343,35540,12,15.77,3,514,Self-Employed,Under-Graduate,Rented,1,17.1,45,Personal,3221,9.38,0.0862,1
LN000330,35,15043,504704,12,26.95,2,496,Salaried,Under-Graduate,Family,5,94.5,117,Wedding,48448,322.06,2.7959,1
LN000331,49,16518,105465,72,22.89,1,504,Salaried,Under-Graduate,Rented,1,52.7,208,Medical,2706,16.38,0.5321,0
LN000332,63,16757,96731,72,15.84,4,586,Self-Employed,Graduate,Own,1,85.7,177,Vehicle,2090,12.47,0.481,0
LN000333,36,47399,207087,48,23.83,3,711,Self-Employed,Graduate,Family,1,6.1,182,Home Improvement,6732,14.2,0.3641,0
LN000334,45,23806,296114,12,18.42,0,322,Self-Employed,Professional,Family,0,21.4,151,Home Improvement,27207,114.29,1.0366,0
LN000335,59,21237,130344,84,11.7,4,562,Salaried,Post-Graduate,Own,3,82.7,298,Home Improvement,2280,10.74,0.5115,1
LN000336,62,38923,45617,36,20.93,3,716,Salaried,Post-Graduate,Family,3,3.8,32,Wedding,1717,4.41,0.0977,0
LN000337,62,13330,112450,36,13.38,1,524,Salaried,Professional,Rented,5,88.2,176,Business,3809,28.57,0.703,0
LN000338,33,25934,111365,72,13.17,1,667,Business,Under-Graduate,Family,0,82.0,29,Wedding,2246,8.66,0.3578,0
LN000339,33,19598,21205,36,10.29,2,697,Self-Employed,Graduate,Own,5,39.4,72,Wedding,687,3.51,0.0902,0
LN000340,40,20982,27405,36,13.62,2,788,Business,Post-Graduate,Family,3,27.6,217,Personal,932,4.44,0.1088,0
LN000341,30,27014,124071,24,18.41,0,726,Salaried,Graduate,Rented,2,11.3,267,Medical,6219,23.02,0.3827,0
LN000342,30,12982,197360,60,22.02,2,535,Self-Employed,Graduate,Own,1,92.6,13,Debt Consolidation,5453,42.0,1.2669,0
LN000343,61,37723,221756,36,12.49,4,494,Self-Employed,Graduate,Own,0,41.0,194,Home Improvement,7417,19.66,0.4899,0
LN000344,54,16793,49748,36,26.68,4,371,Business,Under-Graduate,Own,3,27.7,252,Business,2022,12.04,0.2469,1
LN000345,42,41542,152277,48,9.21,0,535,Salaried,Under-Graduate,Rented,2,49.1,140,Home Improvement,3805,9.16,0.3055,1
LN000346,33,17905,233039,24,13.92,1,423,Salaried,Graduate,Own,2,14.7,105,Debt Consolidation,11180,62.44,1.0846,0
LN000347,31,28838,345710,36,10.83,0,808,Business,Professional,Rented,3,17.5,75,Debt Consolidation,11290,39.15,0.999,0
LN000348,22,42534,46833,72,9.87,1,547,Salaried,Graduate,Family,2,27.0,110,Medical,865,2.03,0.0918,1
LN000349,37,27173,90836,72,8.51,1,617,Salaried,Post-Graduate,Rented,5,34.3,184,Personal,1615,5.94,0.2786,0
LN000350,51,14471,30016,24,11.78,3,450,Salaried,Under-Graduate,Rented,5,19.5,84,Medical,1410,9.74,0.1729,1
LN000351,40,29058,63749,12,14.01,4,434,Self-Employed,Under-Graduate,Rented,0,8.0,71,Education,5724,19.7,0.1828,0
LN000352,37,18021,31119,12,21.45,2,335,Self-Employed,Graduate,Own,0,16.0,250,Business,2904,16.11,0.1439,0
LN000353,63,22578,24583,84,19.33,4,797,Salaried,Graduate,Family,2,92.4,184,Wedding,536,2.37,0.0907,0
LN000354,30,35079,31837,12,24.6,0,718,Salaried,Under-Graduate,Rented,2,6.6,136,Business,3020,8.61,0.0756,0
LN000355,61,15045,16445,60,12.89,0,653,Self-Employed,Under-Graduate,Family,4,3.5,44,Personal,373,2.48,0.0911,1
LN000356,39,64818,116564,72,15.28,2,542,Business,Under-Graduate,Rented,5,56.6,48,Education,2483,3.83,0.1499,1
LN000357,36,42186,270917,72,27.47,0,775,Self-Employed,Professional,Own,3,15.7,100,Education,7714,18.29,0.5352,0
LN000358,40,25713,69046,36,23.22,3,642,Self-Employed,Graduate,Own,2,56.0,252,Vehicle,2681,10.43,0.2238,1
LN000359,48,172294,106014,48,20.57,4,337,Freelancer,Graduate,Own,2,37.4,173,Debt Consolidation,3258,1.89,0.0513,0
LN000360,29,26862,84355,72,23.3,3,473,Salaried,Graduate,Rented,5,3.8,206,Debt Consolidation,2185,8.13,0.2617,1
LN000361,41,31122,110826,48,10.4,3,467,Salaried,Under-Graduate,Family,4,76.2,187,Debt Consolidation,2832,9.1,0.2968,1
LN000362,55,26049,61898,36,19.06,1,781,Self-Employed,Under-Graduate,Own,0,80.1,111,Education,2271,8.72,0.198,0
LN000363,26,33448,123166,24,10.83,3,825,Self-Employed,Professional,Rented,5,1.9,3,Home Improvement,5731,17.13,0.3069,1
LN000364,46,43720,379657,72,22.41,4,706,Salaried,Post-Graduate,Own,4,90.4,49,Vehicle,9632,22.03,0.7237,1
LN000365,33,50365,390048,36,17.17,4,839,Freelancer,Post-Graduate,Own,1,87.5,237,Personal,13939,27.68,0.6454,0
LN000366,44,51530,92928,60,17.74,4,532,Salaried,Post-Graduate,Family,2,98.6,212,Personal,2347,4.55,0.1503,0
LN000367,33,32095,134286,36,21.87,4,371,Self-Employed,Under-Graduate,Own,2,44.5,130,Debt Consolidation,5119,15.95,0.3487,1
LN000368,44,37643,48471,24,18.45,4,639,Self-Employed,Post-Graduate,Rented,3,25.5,190,Business,2430,6.46,0.1073,0
LN000369,41,34926,23409,72,17.61,3,364,Salaried,Post-Graduate,Rented,4,8.2,49,Medical,529,1.51,0.0559,1
LN000370,54,19743,529496,36,24.22,4,449,Salaried,Graduate,Rented,4,85.0,256,Personal,20835,105.53,2.235,1
LN000371,48,52105,214756,84,27.38,3,323,Salaried,Under-Graduate,Family,4,31.3,218,Medical,5767,11.07,0.3435,1
LN000372,26,31586,246255,36,26.55,3,458,Business,Post-Graduate,Own,5,50.3,264,Wedding,9994,31.64,0.6497,1
LN000373,34,18686,40784,48,11.38,4,500,Salaried,Under-Graduate,Family,2,30.5,295,Personal,1062,5.68,0.1819,0
LN000374,51,22754,110387,72,15.84,4,379,Salaried,Post-Graduate,Rented,5,33.3,272,Debt Consolidation,2385,10.48,0.4043,1
LN000375,36,20891,101315,60,16.33,4,397,Salaried,Professional,Own,4,64.7,45,Personal,2482,11.88,0.4041,0
LN000376,64,17930,84403,72,21.69,2,388,Self-Employed,Graduate,Rented,2,90.3,120,Medical,2105,11.74,0.3923,1
LN000377,49,12873,87185,12,10.55,0,388,Salaried,Post-Graduate,Rented,5,25.0,204,Business,7687,59.71,0.5644,1
LN000378,48,10371,182679,24,19.45,0,651,Salaried,Graduate,Family,1,92.6,228,Debt Consolidation,9249,89.18,1.4679,0
LN000379,52,29368,48350,36,24.0,0,600,Freelancer,Under-Graduate,Rented,0,45.9,203,Debt Consolidation,1897,6.46,0.1372,0
LN000380,63,26353,369764,72,24.8,3,627,Salaried,Post-Graduate,Family,1,30.0,196,Business,9915,37.62,1.1693,0
LN000381,52,10902,162514,36,27.75,4,308,Self-Employed,Post-Graduate,Own,3,69.2,232,Medical,6700,61.46,1.2422,0
LN000382,32,21264,83044,24,15.45,3,698,Salaried,Professional,Rented,0,87.0,42,Debt Consolidation,4044,19.02,0.3254,0
LN000383,41,16788,193886,36,19.88,2,696,Business,Graduate,Own,5,47.4,223,Education,7194,42.85,0.9624,0
LN000384,26,18387,190677,24,12.88,2,800,Salaried,Professional,Family,0,21.1,85,Education,9054,49.24,0.8642,0
LN000385,60,20179,162117,24,11.37,4,684,Self-Employed,Professional,Own,1,41.6,164,Personal,7584,37.58,0.6695,1
LN000386,24,34570,90262,48,8.95,0,307,Self-Employed,Under-Graduate,Own,3,75.5,5,Home Improvement,2244,6.49,0.2176,0
LN000387,28,47713,56996,24,21.39,0,691,Salaried,Under-Graduate,Own,2,84.5,285,Home Improvement,2940,6.16,0.0995,0
LN000388,47,42782,48501,12,10.86,3,351,Salaried,Under-Graduate,Family,3,21.4,141,Home Improvement,4283,10.01,0.0945,1
LN000389,38,11942,288137,24,20.69,2,322,Salaried,Graduate,Rented,5,10.3,270,Medical,14762,123.61,2.0107,1
LN000390,35,30162,289766,72,24.91,2,457,Freelancer,Graduate,Rented,4,19.7,176,Medical,7789,25.82,0.8006,1
LN000391,63,15974,25272,12,9.35,4,312,Salaried,Graduate,Family,4,32.5,152,Home Improvement,2214,13.86,0.1318,1
LN000392,32,15389,49129,12,27.22,2,669,Salaried,Graduate,Rented,1,9.8,76,Business,4723,30.69,0.266,1
LN000393,29,38490,125057,36,19.47,1,598,Self-Employed,Graduate,Rented,1,20.9,86,Medical,4614,11.99,0.2708,0
LN000394,58,37634,384750,12,20.55,4,436,Business,Post-Graduate,Own,2,84.2,38,Business,35742,94.97,0.852,1
LN000395,42,20438,810651,60,13.37,4,482,Self-Employed,Post-Graduate,Rented,3,90.7,29,Medical,18599,91.0,3.3053,1
LN000396,25,28029,50647,84,21.28,0,469,Business,Post-Graduate,Rented,0,72.7,293,Medical,1164,4.15,0.1506,0
LN000397,23,81906,95356,72,24.66,2,734,Self-Employed,Graduate,Family,4,20.7,14,Wedding,2549,3.11,0.097,1
LN000398,26,31543,71159,48,21.22,4,585,Salaried,Graduate,Family,1,8.3,129,Education,2212,7.01,0.188,0
LN000399,45,17021,160156,60,20.93,4,607,Self-Employed,Under-Graduate,Own,1,28.5,48,Vehicle,4326,25.42,0.7841,0
LN000400,21,14582,62651,24,9.76,0,351,Business,Graduate,Own,4,55.1,295,Debt Consolidation,2884,19.78,0.358,0
LN000401,62,25688,156602,24,12.09,3,402,Salaried,Graduate,Family,1,36.5,138,Medical,7378,28.72,0.508,0
LN000402,39,28015,66418,12,12.47,0,691,Business,Under-Graduate,Rented,2,95.7,79,Home Improvement,5916,21.12,0.1976,0
LN000403,23,20775,144778,24,18.59,3,355,Salaried,Under-Graduate,Rented,1,45.5,128,Business,7269,34.99,0.5807,0
LN000404,35,39846,87153,12,22.49,3,830,Business,Post-Graduate,Own,2,15.4,117,Wedding,8178,20.52,0.1823,1
LN000405,60,36744,333247,48,9.7,1,618,Self-Employed,Graduate,Rented,2,27.9,102,Home Improvement,8404,22.87,0.7558,1
LN000406,51,22859,33886,24,20.35,1,348,Self-Employed,Post-Graduate,Own,2,90.7,171,Business,1730,7.57,0.1235,0
LN000407,51,35601,51492,24,10.6,4,542,Salaried,Graduate,Rented,5,14.3,206,Medical,2390,6.71,0.1205,1
LN000408,22,22396,246108,12,24.37,4,537,Business,Graduate,Own,3,25.1,93,Education,23316,104.11,0.9157,0
LN000409,25,52717,74735,24,27.45,2,708,Salaried,Graduate,Rented,4,27.9,200,Vehicle,4081,7.74,0.1181,1
LN000410,57,35105,43989,48,19.26,1,707,Business,Post-Graduate,Own,0,88.2,146,Education,1321,3.76,0.1044,0
LN000411,45,27864,223987,84,16.33,3,670,Self-Employed,Graduate,Own,3,50.2,249,Personal,4491,16.12,0.6699,0
LN000412,64,10097,147801,60,9.28,4,810,Self-Employed,Professional,Rented,4,34.6,245,Debt Consolidation,3088,30.58,1.2198,1
